Number,Gender,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,Age,Color,Occupation,Company,Vehicle,Domain,BloodType,Kilograms,Centimeters,Birthday
1398,female,Jóna,Skúladóttir,Golfskálinn 66,Borgarnes,310,JonaSkuladottir@jourrapide.com,457 9634,47,Orange,Broker,Team Designers and Associates,2004 Buick Rainier,TemplateSeekers.is,O+,69,171,1/11/1972
1399,female,Sunneva,Bergsdóttir,Borgartuni 77,Reykjavík,131,SunnevaBergsdottir@teleworm.us,452 2558,27,Blue,Orthodontist,Liberty Wealth Planner,1994 Pontiac Grand Prix,WireslessDublin.is,O+,84.9,170,11/28/1991
1400,male,Stephan,Karlsson,Lindargata 16,Sandgerði,245,StephanKarlsson@fleckens.hu,413 8107,50,Brown,Motorboat operator,Pay 'N Pak,2004 Acura MDX,MortgagedLoan.is,A+,92.7,172,12/8/1968
1401,female,Theodóra,Eiríksdóttir,Sorlaskeid 34,Hafnafjörður,220,TheodoraEiriksdottir@cuvox.de,445 3069,45,Purple,Administrative worker supervisor,Crafts Canada,2008 TVR Tuscan,PoetryExperts.is,B+,53.2,171,2/9/1974
1402,male,Rafn,Hreinsson,Stórholt 1,Kjörvogur,522,RafnHreinsson@jourrapide.com,411 7134,42,Blue,Employee welfare manager,Crown Auto Parts,2011 Kia Rio,HealthcareBlogging.is,A+,98.2,183,9/6/1977
1403,female,Klara,Guðbrandsdóttir,Túnbraut 1,Reykjavík,123,KlaraGudbrandsdottir@superrito.com,420 5404,45,Red,Aircraft and avionics equipment mechanic,House Works,2007 Suzuki Liana,SpeedCement.is,O+,67.6,167,8/17/1974
1404,female,Hrund,Ingvarsdóttir,Djúpivogur 64,Hafnir,233,HrundIngvarsdottir@cuvox.de,420 5189,38,Green,Industrial economist,Garden Guru,1995 Seat Toledo,HotPackets.is,O+,67.5,158,3/20/1981
1405,female,Agnes,Oddgeirsdóttir,Borgarholtsbraut 41,Kópavogur,200,AgnesOddgeirsdottir@armyspy.com,470 4066,63,Orange,Experimental psychologist,Present Company,2006 Toyota MR2,PoliticalKing.is,O+,86.9,159,6/27/1956
1406,male,Gils,Jónmundsson,Alfaskeid 97,Hafnafjörður,222,GilsJonmundsson@armyspy.com,482 3098,42,Green,Claims examiner,EXPO Design Center,2005 Chevrolet Uplander,CreditQuarterly.is,O+,108.2,186,5/6/1977
1407,male,Árni,Magnússon,Armúli 33,Reykjavík,130,ArniMagnusson@teleworm.us,418 0594,33,Blue,Chemist,Gart Sports,1992 Toyota Starlet,GradDay.is,O+,86.6,182,8/5/1986
1408,female,Ilmur,Hauksdóttir,Midhraun 29,Garðabær,210,IlmurHauksdottir@superrito.com,444 2336,43,Green,Zookeeper,Bumper to Bumper Auto Parts,2000 Mini MK VII,SecretPhones.is,A+,57.5,155,12/23/1975
1409,female,Rebekka,Sigmundsdóttir,Sundabakki 11,Ólafsvík,355,RebekkaSigmundsdottir@teleworm.us,489 3729,60,Purple,Auditor,Beasts of Beauty,1996 Lamborghini Diablo,CourseVideo.is,B+,78.2,153,10/20/1958
1410,female,Vaka,Eiríksdóttir,Hrútafjörður 92,Brú,500,VakaEiriksdottir@dayrep.com,463 4421,77,Blue,Ergonomist,Western Auto,1996 Oldsmobile Eighty-Eight,JournalStream.is,O+,103.1,163,12/21/1941
1411,female,Alda,Gylfadóttir,Klausturvegur 92,Ísafjörður,401,AldaGylfadottir@jourrapide.com,438 5558,70,Red,Human resources generalist,Forum Cafeterias,2004 Holden Vectra,ForumPromo.is,B+,71.4,151,12/7/1948
1412,male,Ægir,Eyþórsson,Borgarholtsbraut 24,Kópavogur,200,AEgirEythorsson@jourrapide.com,471 0361,29,Blue,Political scientist,Solution Answers,2009 Fiat Sedici,ListLaws.is,A+,67,174,9/7/1990
1413,female,Sóley,Ellertsdóttir,Svarfaðarbraut 86,Vopnafjörður,690,SoleyEllertsdottir@armyspy.com,444 9594,19,Red,Agricultural worker,Widdmann,2007 Alfa Romeo 159,NBCPrograms.is,O+,46.3,162,10/18/1999
1414,male,Bragi,Edgarsson,Heiðargerði 25,Akranes,300,BragiEdgarsson@superrito.com,481 1286,70,Green,Industrial equipment technician,Value Giant,2004 Suzuki Verona,TestPixel.is,AB+,66.6,163,5/28/1949
1415,female,Ragnhildur,Hermannsdóttir,Fjölnisgata 2,Vogar,190,RagnhildurHermannsdottir@dayrep.com,437 1506,33,Purple,Foot doctor,Netcore,2005 BMW X5,WordCheap.is,O-,89,171,7/14/1986
1416,male,Eysteinn,Ingvarsson,Laufásgötu 57,Vestmannaeyjar,902,EysteinnIngvarsson@superrito.com,453 9588,69,White,Courtesy van driver,Opti-Tek,1994 Pontiac Firebird,BoardLicense.is,O+,81.9,167,10/13/1949
1417,male,Kári,Ögmundsson,Thingholtsstraeti 58,Reykjavík,108,KariOgmundsson@jourrapide.com,470 9661,52,Blue,Physical therapist assistant,MVP Sports,2005 Pontiac GTO,Creditmers.is,O+,85.4,176,1/26/1967
1418,male,Þorgrímur,Sölvason,Holtagata 67,Drangsnes,520,THorgrimurSolvason@dayrep.com,477 3227,78,Green,Instructional materials director,All Wound Up,2007 Lotus Exige,RXCustomers.is,B+,100.9,174,5/26/1941
1419,female,Brynhildur,Guðjónsdóttir,Brekkustíg 35,Bakkafjörður,685,BrynhildurGudjonsdottir@fleckens.hu,420 5400,53,Red,Health psychologist,Jackpot Consultant,1992 Chrysler Voyager,BornMarketers.is,A+,62.5,162,7/13/1966
1420,female,Lovísa,Gunnlaugsdóttir,Þrúðvangur 49,Hella,850,LovisaGunnlaugsdottir@fleckens.hu,479 1181,29,Orange,Computer aide,Lafayette Radio,2003 Hyundai Terracan,DialPromotions.is,A+,66.4,159,3/10/1990
1421,female,Dúfa,Bryndísardóttir,Thverholt 99,Mosfellsbær,270,DufaBryndisardottir@jourrapide.com,449 4252,48,Purple,Human resources consultant,Grass Roots Yard Services,1998 Honda NSX,ShopEquity.is,O+,83.7,173,1/5/1971
1422,female,Snjólaug,Hjartardóttir,Eyrarodda 86,Flateyri,425,SnjolaugHjartardottir@fleckens.hu,411 1140,54,Blue,Management dietitian,Wild Oats Markets,1992 Alpina B6,MajorClearance.is,O+,65.2,154,11/17/1964
1423,male,Sigtryggur,Arnkelsson,Fagradalsbraut 20,Egilsstaðir,700,SigtryggurArnkelsson@cuvox.de,434 1503,76,Blue,Two-stroke engine mechanic,Adaptaz,2005 Chevrolet Silverado,VFederal.is,AB+,70.2,169,10/17/1942
1424,female,Silja,Ásgeirsdóttir,Garðavegur 66,Reykjavík,125,SiljaAsgeirsdottir@cuvox.de,477 6844,60,Orange,Web developer,Vibrant Man,2011 Peugeot 408,DraftWire.is,O+,52.6,171,2/19/1959
1425,male,Scheving,Hallbergsson,Heiðargerði 65,Akranes,300,SchevingHallbergsson@cuvox.de,412 6954,40,Blue,Prosthetist,Grossman's,1997 Ferrari F355,MentalWash.is,O+,72.2,186,6/3/1979
1426,male,Erlingur,Sigurmonsson,Hraunás 55,Hellissandur,360,ErlingurSigurmonsson@einrot.com,433 3704,55,Blue,Glazier,Argus Tapes & Records,2009 Smart ForTwo,DailyHQ.is,B+,102.3,167,6/13/1964
1427,male,Marinó,Hilmarsson,Skólastígur 77,Raufarhöfn,675,MarinoHilmarsson@superrito.com,435 0209,46,Green,Meat cutter,The Royal Canadian Pancake Houses,2003 Lamborghini Murcielago,GolfCrawler.is,O-,83.6,185,6/15/1973
1428,male,Björn,Arason,Brekkustíg 13,Bakkafjörður,685,BjornArason@armyspy.com,412 2367,59,Blue,Clinical manager,Jay Jacobs,2003 Holden Frontera,ToyKnvies.is,O+,112.9,172,9/13/1960
1429,male,Víðir,Rútsson,Fífubarð 34,Eyrabakki,820,VidirRutsson@teleworm.us,489 7888,31,Orange,Manager,Bonanza Produce Stores,2011 Toyota Avensis,GolfingInjuries.is,A+,65.8,176,12/5/1987
1430,female,Sandra,Lúthersdóttir,Álfabyggð 9,Þingeyri,471,SandraLuthersdottir@jourrapide.com,439 3035,40,Purple,Production cost estimator,Indiewealth,2002 Dodge Ram,InstantSitter.is,B+,65.3,163,7/29/1979
1431,male,Arnþór,Hreggviðsson,Hamarstígur 23,Siglufjörður,580,ArnthorHreggvidsson@einrot.com,455 2406,39,Blue,Steamfitter,Bresler's Ice Cream,2009 Renault Twingo,InfoLives.is,O+,109,170,3/21/1980
1432,male,Andri,Björgólfsson,Fitjabraut 36,Keflavík,230,AndriBjorgolfsson@jourrapide.com,434 4832,85,Green,Photoengraver,Sambo's,1992 Jeep Wrangler,EvilSister.is,O+,89,167,2/20/1934
1433,female,Thelma,Hallmundsdóttir,Kveldúlfsgata 59,Njarðvík,260,ThelmaHallmundsdottir@teleworm.us,422 6271,83,Red,Water transportation master,Maurice The Pants Man,2007 Nissan Titan,RaftingSales.is,B+,60.2,156,9/22/1935
1434,male,Ægir,Kárason,Laufásgötu 25,Vestmannaeyjar,902,AEgirKarason@jourrapide.com,430 6904,70,Green,Human resources administrative assistant,Penn Fruit,1998 Hyundai Coupe,PharmaSync.is,B+,67.9,172,10/21/1948
1435,female,Theodóra,Harðardóttir,Skogarlond 64,Eiðar,705,TheodoraHardardottir@gustr.com,475 5909,46,Purple,Industrial production manager,Simply Appraisals,1994 Ford Scorpio,PongChallenge.is,B+,83.8,174,2/12/1973
1436,male,Ingvar,Ingþórsson,Byggðavegur 67,Stykkishólmur,340,IngvarIngthorsson@dayrep.com,479 3962,71,Black,Administrative lead,Grodins,1993 Proton Saloon,RushShow.is,B+,86.9,171,11/30/1947
1437,female,Silvia,Hallgrímsdóttir,Midhraun 95,Garðabær,210,SilviaHallgrimsdottir@dayrep.com,450 2025,76,Blue,Employment clerk,KG Menswear,2005 Ford Five Hundred,MiniLending.is,O+,101.3,162,9/21/1942
1438,male,Ástþór,Bjarnason,Skolavordustig 43,Reykjavík,132,AstthorBjarnason@cuvox.de,474 5102,23,Blue,School teacher,10000 Auto Parts,2007 Dodge Charger,Wimaxville.is,B+,77.4,179,2/3/1996
1439,female,Kristíana,Óladóttir,Höfðastígur 52,Bolungarvík,415,KristianaOladottir@cuvox.de,480 4298,58,Blue,Heating air-conditioning and refrigeration installer,Gamma Grays,1994 Citroen AX,RelocationNetworking.is,A+,59.1,170,8/8/1961
1440,male,Þórður,Hreggviðsson,Vogaland 95,Djúpivogur,765,THordurHreggvidsson@rhyta.com,434 4180,59,Red,Computer control programmer,Lionel Playworld,2015 MINI Cooper Countryman,Hybridville.is,B+,89,185,10/11/1959
1441,female,Sjöfn,Steindórsdóttir,Vogaland 94,Djúpivogur,765,SjofnSteindorsdottir@dayrep.com,445 5501,44,Red,Personnel analyst,Reliable Guidance,2004 Buick LeSabre,BraveShare.is,B+,85.3,169,9/22/1974
1442,male,Ari,Guðbergsson,Dalbraut 47,Króksfjarðarnes,380,AriGudbergsson@rhyta.com,430 8351,71,Blue,Medical laboratory technologist,Steinberg's,2009 Suzuki XL7,StrictlyMedicine.is,A+,84.8,170,9/23/1947
1443,male,Orri,Hannesson,Naustavegur 66,Vestmannaeyjar,900,OrriHannesson@armyspy.com,487 3551,84,Black,ENG operator,Frame Scene,1999 Isuzu VX-02,PurchaseFilters.is,O+,96.2,177,12/23/1934
1444,female,Karla,Albertsdóttir,Hrútafjörður 18,Brú,500,KarlaAlbertsdottir@rhyta.com,415 8615,67,Yellow,Lease driver,University Stereo,2004 Pontiac G6,Massdamage.is,O+,68.9,171,4/10/1952
1445,female,Fríður,Sverrisdóttir,Austvaðsholti 43,Hella,851,FridurSverrisdottir@einrot.com,432 6198,64,Blue,Gerontologist,Affinity Investment Group,2004 Bentley Arnage,RXPreview.is,O-,90,154,3/15/1955
1446,female,Ingunn,Magnúsdóttir,Höfðastígur 17,Bolungarvík,415,IngunnMagnusdottir@teleworm.us,460 2589,35,Brown,Sailor,StopGrey,2012 Ford Mondeo,AlternativePoker.is,A+,87.1,157,5/3/1984
1447,male,Valur,Zóphoníasson,Þjónustusvæði 73,Borgarfjörður,720,ValurZophoniasson@cuvox.de,435 3083,75,Blue,Tank car truck and ship loader,Custom Lawn Care,2003 Mini One,TreatmentWindow.is,A+,76,170,10/10/1943
1448,female,María,Hjartardóttir,Eyrarlandsvegur 81,Tálknafjörður,460,MariaHjartardottir@cuvox.de,421 8967,49,Purple,Electrologist,The Original House of Pies,2009 Jaguar S-Type,OrganicZinc.is,A+,82.1,155,3/28/1970
1449,female,Helena,Eyðfinnsdóttir,Keflavíkurgata 44,Reykjavík,129,HelenaEydfinnsdottir@superrito.com,479 8417,51,Black,Prosthodontist,Fayva,2010 Holden UTE,HDLookup.is,O+,77.8,173,12/29/1967
1450,male,Hrafn,Arnoldsson,Hnjúkabyggð 55,Reykjavík,121,HrafnArnoldsson@einrot.com,424 0906,84,Green,Escort interpreter,Music Plus,1992 Honda Shuttle,LacrosseProperties.is,A+,85.7,180,10/16/1934
1451,male,Grímur,Hallbergsson,Akurgerði 50,Ísafjörður,400,GrimurHallbergsson@fleckens.hu,459 9500,45,Blue,Farmhand,Listenin' Booth,2010 Fiat Croma,MarketingButton.is,O-,105.2,182,1/31/1974
1452,male,Dagur,Arnfinnsson,Heiðargerði 85,Akranes,300,DagurArnfinnsson@dayrep.com,436 4766,68,Red,Poultry scientist,Larry's Markets,2006 Volkswagen Phaeton,FinancialDeposit.is,O+,63.8,180,1/3/1951
1453,female,Sigurlaug,Oddgeirsdóttir,Sidumula 47,Reykjavík,150,SigurlaugOddgeirsdottir@rhyta.com,439 8160,36,Green,Gaming dealer,BASCO,2011 Hyundai i30,CertifiedVoIP.is,B+,64.3,171,5/9/1983
1454,male,Hjálmar,Nikulásson,Ránargata 50,Kópasker,670,HjalmarNikulasson@fleckens.hu,469 7508,40,Silver,Office administrative assistant,Multi-Systems Merchant Services,1999 Ferrari F355,DessertSpring.is,O+,109.2,183,11/3/1978
1455,female,Svanhildur,Ragnarsdóttir,Garðavegur 22,Reykjavík,125,SvanhildurRagnarsdottir@teleworm.us,429 8360,45,Black,Hazardous materials removal worker,Piccolo Mondo,1995 Rover 400,BarterMerchandise.is,B+,50.4,164,6/1/1974
1456,female,Guðbjörg,Hólmsteinsdóttir,Golfskálinn 12,Borgarnes,310,GudbjorgHolmsteinsdottir@dayrep.com,418 4905,49,Blue,Sports trainer,Waccamaw Pottery,2014 Ford Transit Connect,HoldingGel.is,B+,91.2,159,8/21/1970
1457,female,Eygló,Valdimarsdóttir,Djúpivogur 4,Hafnir,233,EygloValdimarsdottir@rhyta.com,481 4713,78,Red,Train dispatcher,Clemens Markets,2014 Cadillac CTS Coupe,PageSponsors.is,O+,107,160,9/30/1940
1458,female,Fríður,Erlendsdóttir,Borgartuni 15,Reykjavík,131,FridurErlendsdottir@teleworm.us,473 4563,76,Green,Office clerk,Polk Brothers,2014 Mitsubishi Lancer Sportback,OEMDeals.is,A+,93.6,158,10/11/1942
1459,male,Hjörtur,Stephansson,Sundlaugavegur 4,Keflavík,232,HjorturStephansson@teleworm.us,469 2785,73,Green,Mapping technician,Endicott Johnson,2003 SsangYong Musso,DesigningAdvice.is,A+,66.3,173,12/24/1945
1460,male,Halldór,Lúðvíksson,Sidumula 68,Reykjavík,150,HalldorLudviksson@jourrapide.com,470 8736,19,Orange,Shoe and leather worker,Electric Avenue,2010 Volvo XC90,CardFlips.is,AB+,70.4,188,9/6/2000
1461,male,Stefán,Bergsson,Kringlan 45,Reykjavík,107,StefanBergsson@armyspy.com,460 8905,53,Blue,Chief financial officer,Chandlers,2003 Suzuki Wagon R+,ShippingCards.is,A+,102.8,187,4/22/1966
1462,female,Kristjana,Gylfadóttir,Austurgata 66,Höfn,780,KristjanaGylfadottir@dayrep.com,472 4738,74,Blue,Loan service clerk,Friendly Advice,2010 Volkswagen Tiguan,DualBags.is,B+,61.2,160,1/28/1945
1463,male,Siggeir,Víglundsson,Skíðabraut 46,Dalvík,620,SiggeirViglundsson@armyspy.com,477 8132,25,Blue,Tree trimmer,Farmer Jack,1996 Lotus Esprit,FloristPedia.is,O+,107.6,179,1/21/1994
1464,female,Vala,Bragadóttir,Bjarkarstígur 80,Þingeyri,470,ValaBragadottir@teleworm.us,466 7699,46,Green,Transportation equipment painter,Frank and Seder,1995 Saturn SL,LawsuitCounselors.is,O+,99.1,159,8/10/1973
1465,male,Styrmir,Hallbergsson,Bjarnarbraut 70,Norðurfjörður,524,StyrmirHallbergsson@teleworm.us,474 5753,48,Black,Insurance claims and policy processing clerk,Cut Rite Lawn Care,2007 Mazda 3,ParkingHistory.is,A-,72.3,175,5/9/1971
1466,female,Sigrún,Guðgeirsdóttir,Vogaland 65,Djúpivogur,765,SigrunGudgeirsdottir@gustr.com,486 7372,49,Blue,Health care translator,Multi-Systems Merchant Services,2003 Ford Explorer,DreadNews.is,A+,88.8,158,8/12/1970
1467,female,Einara,Örlygsdóttir,Thingholtsstraeti 51,Reykjavík,108,EinaraOrlygsdottir@superrito.com,487 7082,38,Purple,State trooper,Henry's Hamburgers,1992 Daihatsu Feroza,BudgetManiac.is,A-,85.2,173,1/10/1981
1468,female,Mjöll,Þráinsdóttir,Heiðarbraut 69,Kópasker,671,MjollTHrainsdottir@cuvox.de,426 4509,20,Green,Agricultural and food scientist,Pay'N Takeit,2003 Chevrolet TrailBlazer,WeatherOdds.is,AB+,61.6,169,10/27/1998
1469,female,Eik,Eiríksdóttir,Hafnargata 72,Fáskrúðsfjörður,750,EikEiriksdottir@einrot.com,486 6490,20,Purple,Musician,The Goose and Duck,2008 Hyundai Veracruz,RugTreatment.is,B+,65.5,165,12/6/1998
1470,male,Snorri,Árnason,Holmatun 55,Bessastaðahreppur,225,SnorriArnason@fleckens.hu,456 8654,39,Blue,Statistician,Joshua Doore,2000 SsangYong Korando,PictureClicks.is,B+,82.3,177,11/21/1979
1471,female,Soffía,Baldvinsdóttir,Fagradalsbraut 15,Egilsstaðir,700,SoffiaBaldvinsdottir@armyspy.com,412 7914,50,Red,Specification inspector,Twin Food Stores,2003 Toyota Soarer,ClearanceMagazines.is,A+,75.8,153,6/25/1969
1472,male,Benedikt,Jóelsson,Ránargata 54,Kópasker,670,BenediktJoelsson@dayrep.com,444 8955,25,Black,Industrial property manager,DGS VolMAX,1993 Volvo 960,DemoSquad.is,B+,90.3,182,10/10/1993
1473,female,Jórunn,Bjarnadóttir,Klausturvegur 32,Ísafjörður,401,JorunnBjarnadottir@dayrep.com,475 8627,79,Black,News correspondent,Beasts of Beauty,1999 Riley MR II,WebCrashers.is,O+,48.7,150,1/1/1940
1474,female,Ellen,Gísladóttir,Höfðastígur 33,Bolungarvík,415,EllenGisladottir@jourrapide.com,489 3209,63,Blue,Construction electrician,Ardan's,2007 Lancia Thesis,RebateSecrets.is,O+,58.4,170,12/11/1955
1475,female,Edda,Björgvinsdóttir,Keflavíkurgata 20,Reykjavík,129,EddaBjorgvinsdottir@armyspy.com,424 9588,32,Blue,Senior reactor operator,Weatherill's,2006 Volkswagen Citi,PoolVendor.is,B+,76.3,170,12/20/1986
1476,female,Fríða,Björgvinsdóttir,Gardatorg 82,Garðabær,212,FridaBjorgvinsdottir@armyspy.com,418 5404,36,Blue,Electronic publishing specialist,Simply Appraisals,2010 Mazda MX-5 Miata,ExtremeMenus.is,O+,69.5,162,11/30/1982
1477,female,Silja,Baldvinsdóttir,Suðurgata 16,Sauðarkrókur,550,SiljaBaldvinsdottir@gustr.com,413 0371,39,Purple,Wastewater treatment plant and system operator,The Flying Bear,2011 Audi A4,TicketReplacement.is,A-,80.7,169,3/22/1980
1478,male,Geir,Snorrason,Álfabyggð 3,Þingeyri,471,GeirSnorrason@armyspy.com,456 0620,85,Blue,Nursery worker,Robinson Furniture,2001 Daewoo Rezzo,RentRugs.is,O-,69.8,171,4/11/1934
1479,female,Guðjóna,Finnbogadóttir,Guðmundsson 18,Flatey,345,GudjonaFinnbogadottir@rhyta.com,479 6839,35,Yellow,Show host,The Spotted Cougar,2001 Suzuki Covie,VoipHere.is,A-,88.1,163,4/21/1984
1480,male,Vagn,Sörensen,Hofsbót 46,Varmahlíð,560,VagnSorensen@fleckens.hu,440 8239,47,Silver,Purchasing technician,Anthony's,2003 Chevrolet Astro,DestructiveBlog.is,O+,65,174,4/30/1972
1481,male,Erlendur,Torfason,Aðalgata 99,Patreksfjörður,451,ErlendurTorfason@einrot.com,463 8596,64,Orange,Teller,Balanced Fortune,1995 Ford Explorer,PetChecker.is,A+,97.9,172,6/6/1955
1482,male,Andrés,Reynaldsson,Hvítárbakka 89,Ólafsfjörður,625,AndresReynaldsson@dayrep.com,474 9651,68,Silver,Financial manager,Borders Books,2014 BMW 3 Series Gran Turismo,AutoWirelessPayments.is,O+,103.6,174,10/16/1950
1483,female,Jenna,Ragnarsdóttir,Reykjarhóli 32,Fljót,570,JennaRagnarsdottir@dayrep.com,468 3418,30,Green,Event planner,Magik Grey,2000 Lexus SC,EmploymentBrowse.is,B+,57.5,167,10/9/1988
1484,male,Tómas,Björnsson,Vikurbraut 12,Grindavík,240,TomasBjornsson@armyspy.com,468 0585,69,Black,Administrative services manager,William Wanamaker & Sons,2001 Toyota RSC,DriversText.is,B+,72.3,174,5/2/1950
1485,female,Guðlaug,Marinósdóttir,Aðalgata 70,Patreksfjörður,451,GudlaugMarinosdottir@dayrep.com,488 0065,32,Purple,Baggage porter,Desert Garden Help,2001 Honda City,CampusChiropractic.is,O+,75,164,9/5/1987
1486,male,Anton,Sigbjörnsson,Sudurlandsbraut 45,Reykjavík,105,AntonSigbjornsson@superrito.com,462 0381,38,Blue,Freight stock and material mover,Trak Auto,2014 Volvo XC70,PurchaseTemplates.is,A+,71.2,175,4/18/1981
1487,male,Baldur,Hreiðarsson,Norðurbraut 67,Reykjavík,112,BaldurHreidarsson@einrot.com,469 6855,66,Blue,Medical writer,Lawnscape Garden Maintenance,2011 Dodge Dakota,TraditionalRingtones.is,A+,103.9,167,7/30/1953
1488,male,Kristinn,Hlöðvarsson,Kringlan 82,Reykjavík,107,KristinnHlodvarsson@cuvox.de,453 1253,76,Blue,Mechanical drafter,Standard Food,2011 Daewoo Tocsa,ShowState.is,A+,69,175,7/24/1943
1489,female,Bergljót,Jakobsdóttir,Smiðjustígur 59,Patreksfjörður,450,BergljotJakobsdottir@cuvox.de,451 5924,67,Green,Resort desk clerk,Monk Home Improvements,2002 Lexus RX,PlatinumLives.is,O+,89.8,167,5/2/1952
1490,male,Haddur,Bjarnason,Fjolnisgata 43,Akureyri,600,HaddurBjarnason@jourrapide.com,463 7300,50,Black,Encoding clerk,Micro Design,2008 Fiat Idea,DubaiSkin.is,B+,103,186,10/8/1968
1491,female,Kristrún,Valgeirsdóttir,Naustavegur 49,Vestmannaeyjar,900,KristrunValgeirsdottir@superrito.com,432 5009,65,Blue,Mail superintendent,Opticomp,1999 Oldsmobile Alero,DomainCleanser.is,AB+,69.5,165,12/13/1953
1492,male,Hallsteinn,Hallvarðsson,Bjarnarbraut 4,Norðurfjörður,524,HallsteinnHallvardsson@jourrapide.com,448 3935,33,Green,Typesetting machine operator,Unity Frankford Stores,2006 Nissan Sentra,StrongWolf.is,O+,105.1,176,12/5/1985
1493,male,Fjalar,Þorleifsson,Tryggvabraut 34,Seyðisfjörður,710,FjalarTHorleifsson@teleworm.us,484 9154,63,Blue,Unlicensed assistive personnel,One-Up Realty,2005 Lotec C 1000,BulkEnvelope.is,A+,71.6,177,12/26/1955
1494,female,Ebba,Jensdóttir,Kirkjutorg 7,Reykjavík,124,EbbaJensdottir@teleworm.us,461 2287,19,Green,Cab driver,Strength Gurus,2005 Porsche GT2,AnimalRatings.is,A+,62.1,153,8/17/2000
1495,male,Kristvin,Eggertsson,Hverafold 59,Reykjavík,111,KristvinEggertsson@einrot.com,442 9073,72,Green,Petroleum technician,Plan Smart,2004 Buick Park Avenue,TerritoryBlog.is,A+,94.4,163,9/25/1946
1496,female,Hallbjörg,Óðinsdóttir,Austurstraeti 65,Reykjavík,109,HallbjorgOdinsdottir@dayrep.com,443 7938,64,Blue,Emergency medical technician,Forest City,2001 Kia Rio,RingtoneStyles.is,O+,80.1,168,6/5/1955
1497,female,Sólborg,Haraldsdóttir,Ægissidu 50,Hallormsstaður,707,SolborgHaraldsdottir@superrito.com,449 6228,26,Blue,Ophthalmic laboratory technician,Forest City,2005 Volkswagen Multivan,MediaRomance.is,B+,97.4,162,6/28/1993
1498,female,Anna,Sigmarsdóttir,Gerðuberg 32,Grímsey,611,AnnaSigmarsdottir@cuvox.de,474 7039,33,Blue,Cutting punching and press machine setter,Wilson's Jewelers,2005 Mercedes-Benz Vaneo,PortalFinder.is,O+,86.2,173,9/20/1985
1499,female,Kristrún,Finnbogadóttir,Sudurlandsbraut 47,Reykjavík,105,KristrunFinnbogadottir@rhyta.com,470 4597,73,Purple,EKG technician,Two Pesos,1999 Citroen Pluriel,UnclaimedEquity.is,O-,74.2,165,11/29/1945
1500,female,Dýrleif,Angantýsdóttir,Lindargata 69,Sandgerði,245,DyrleifAngantysdottir@cuvox.de,442 6973,28,Blue,Library media specialist,Maxiserve ,2009 Audi S8,DisguiseYourself.is,AB+,101.3,163,5/1/1991
1501,male,Adam,Sigurmonsson,Svarfaðarbraut 70,Vopnafjörður,690,AdamSigurmonsson@dayrep.com,461 1895,55,White,Septic tank servicer,Super Place,1997 Plymouth Prowler,HumorProducts.is,O+,68.1,171,8/17/1964
1502,female,Magdalena,Þórólfsdóttir,Gilsbakka 73,Bíldudalur,465,MagdalenaTHorolfsdottir@rhyta.com,432 8092,70,Blue,Electrical line worker,Strawberries,2001 Jeep Grand Cherokee,ManagementBio.is,O+,50.5,163,10/15/1948
1503,male,Óskar,Guðnason,Sundabakki 52,Ólafsvík,355,OskarGudnason@superrito.com,457 7750,31,Blue,Small engine service technician,Angel's,2009 Opel Combo,InterviewStars.is,O+,78.7,182,11/19/1987
1504,female,Jenný,Guðnadóttir,Grundargötu 90,Grundarfjörður,350,JennyGudnadottir@cuvox.de,419 5289,64,Purple,Engineer,Buehler Foods,2012 Ford Flex,MidwifeLocator.is,B+,65.7,155,8/28/1955
1505,female,Guðjóna,Ottarsdóttir,Fagurhólsmýri 31,Fagurhólsmýri,785,GudjonaOttarsdottir@jourrapide.com,441 9367,75,Blue,Loan processing clerk,Body Fate,1995 Opel Omega,LendingShares.is,O-,49.2,169,2/13/1944
1506,male,Skarphéðinn,Arnfinnsson,Ægissidu 90,Hallormsstaður,707,SkarphedinnArnfinnsson@fleckens.hu,454 1085,38,Black,Photographic equipment repairer,Lone Wolf Wealth Planning,1995 Ford Courier,ResidentialBook.is,A+,73.2,181,3/26/1981
1507,male,Ásgrímur,Hólmsteinsson,Kveldúlfsgata 69,Njarðvík,260,AsgrimurHolmsteinsson@einrot.com,454 5104,57,Black,Coil taper,Heslop's,2008 Mazda Etude,PublishedPaper.is,O+,102.6,172,6/12/1962
1508,male,Þórbergur,Bryndísarson,Súluvegur 68,Þórshöfn,681,THorbergurBryndisarson@jourrapide.com,473 2391,48,Black,Dining room and cafeteria attendant,Knockout Kickboxing,2007 Chevrolet Colorado,MysteryShoes.is,B+,94.2,176,12/3/1970
1509,male,Gabríel,Agnarsson,Kirkjubraut 25,Laugar,650,GabrielAgnarsson@fleckens.hu,433 0413,27,Blue,Substance abuse and behavioral disorder counselor,Merrymaking,2007 Saab 9-7X,SliverPendant.is,O+,63.5,176,10/31/1991
1510,female,Jóney,Valdimarsdóttir,Eyrarodda 54,Flateyri,425,JoneyValdimarsdottir@einrot.com,411 9488,40,Black,Tailor,Strong Life,2002 Holden Barina,PolicePodcast.is,O+,79.5,158,4/8/1979
